artist,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,year
Morgan Wallen,’98 Braves,0.488,0.67,2,-5.759,1,0.0268,0.0969,0.00022,0.257,0.484,142.139,audio_features,3oZ6dlSfCE9gZ55MGPJctc,spotify:track:3oZ6dlSfCE9gZ55MGPJctc,https://api.spotify.com/v1/tracks/3oZ6dlSfCE9gZ55MGPJctc,https://api.spotify.com/v1/audio-analysis/3oZ6dlSfCE9gZ55MGPJctc,178704,4,2023
Jelly Roll,Need A Favor,0.502,0.771,6,-4.246,1,0.032,0.0123,1.82e-05,0.0801,0.557,157.978,audio_features,07on0OB2cdPt79IFsgdRUy,spotify:track:07on0OB2cdPt79IFsgdRUy,https://api.spotify.com/v1/tracks/07on0OB2cdPt79IFsgdRUy,https://api.spotify.com/v1/audio-analysis/07on0OB2cdPt79IFsgdRUy,197400,4,2023
HARDY,red (feat. Morgan Wallen),0.582,0.878,11,-4.564,1,0.0404,0.0305,0.0,0.0791,0.581,140.03,audio_features,2D3JfPyY2LkzXgNOb7qziR,spotify:track:2D3JfPyY2LkzXgNOb7qziR,https://api.spotify.com/v1/tracks/2D3JfPyY2LkzXgNOb7qziR,https://api.spotify.com/v1/audio-analysis/2D3JfPyY2LkzXgNOb7qziR,205768,4,2023
Bailey Zimmerman,Religiously,0.57,0.67,1,-6.519,1,0.0274,0.426,0.0,0.108,0.593,140.924,audio_features,0bILU0UiNDmA5Ff6whhb2R,spotify:track:0bILU0UiNDmA5Ff6whhb2R,https://api.spotify.com/v1/tracks/0bILU0UiNDmA5Ff6whhb2R,https://api.spotify.com/v1/audio-analysis/0bILU0UiNDmA5Ff6whhb2R,178723,4,2023
Jason Aldean,Try That In A Small Town,0.457,0.861,0,-3.771,0,0.0529,0.0583,1.28e-05,0.106,0.376,145.989,audio_features,5BqI4ugJL5WaPRQ6MlC8Ho,spotify:track:5BqI4ugJL5WaPRQ6MlC8Ho,https://api.spotify.com/v1/tracks/5BqI4ugJL5WaPRQ6MlC8Ho,https://api.spotify.com/v1/audio-analysis/5BqI4ugJL5WaPRQ6MlC8Ho,181600,4,2023
Old Dominion,Memory Lane,0.647,0.774,6,-5.136,1,0.0362,0.0185,1.47e-05,0.0849,0.376,118.968,audio_features,1nrgBXtczBXNSlqIezjwbR,spotify:track:1nrgBXtczBXNSlqIezjwbR,https://api.spotify.com/v1/tracks/1nrgBXtczBXNSlqIezjwbR,https://api.spotify.com/v1/audio-analysis/1nrgBXtczBXNSlqIezjwbR,172480,4,2023
Megan Moroney,I'm Not Pretty,0.573,0.795,10,-5.561,1,0.0558,0.129,1.78e-05,0.186,0.705,128.101,audio_features,2ePiBvKtQOCBHq9uOlwiiU,spotify:track:2ePiBvKtQOCBHq9uOlwiiU,https://api.spotify.com/v1/tracks/2ePiBvKtQOCBHq9uOlwiiU,https://api.spotify.com/v1/audio-analysis/2ePiBvKtQOCBHq9uOlwiiU,181067,4,2023
Tyler Childers,In Your Love,0.534,0.409,7,-9.559,1,0.0378,0.844,0.000656,0.115,0.243,127.357,audio_features,1y3CG6thNhG1ndaNW0JuEp,spotify:track:1y3CG6thNhG1ndaNW0JuEp,https://api.spotify.com/v1/tracks/1y3CG6thNhG1ndaNW0JuEp,https://api.spotify.com/v1/audio-analysis/1y3CG6thNhG1ndaNW0JuEp,225827,4,2023
Warren Zeiders,Pretty Little Poison,0.494,0.567,1,-4.156,1,0.0334,0.0235,2.4e-06,0.146,0.22,112.011,audio_features,0MIp9iBm1V41ERxkZnmSUG,spotify:track:0MIp9iBm1V41ERxkZnmSUG,https://api.spotify.com/v1/tracks/0MIp9iBm1V41ERxkZnmSUG,https://api.spotify.com/v1/audio-analysis/0MIp9iBm1V41ERxkZnmSUG,218260,3,2023
Chase Matthew,Love You Again,0.564,0.823,10,-5.319,0,0.0297,0.214,0.0,0.432,0.472,132.113,audio_features,7pvy3nhtBIQUakHS4OjFqB,spotify:track:7pvy3nhtBIQUakHS4OjFqB,https://api.spotify.com/v1/tracks/7pvy3nhtBIQUakHS4OjFqB,https://api.spotify.com/v1/audio-analysis/7pvy3nhtBIQUakHS4OjFqB,173636,4,2023
BigXthaPlug,Levels,0.8,0.555,5,-7.487,1,0.244,0.116,0.0,0.562,0.502,121.932,audio_features,6vOeokRJNZjouabFGDLH1C,spotify:track:6vOeokRJNZjouabFGDLH1C,https://api.spotify.com/v1/tracks/6vOeokRJNZjouabFGDLH1C,https://api.spotify.com/v1/audio-analysis/6vOeokRJNZjouabFGDLH1C,157377,4,2023
Zach Bryan,Hey Driver (feat. The War and Treaty),0.583,0.351,0,-5.836,1,0.0306,0.494,0.0,0.368,0.462,79.014,audio_features,4pCbJC43j3gSqG6Fen6upD,spotify:track:4pCbJC43j3gSqG6Fen6upD,https://api.spotify.com/v1/tracks/4pCbJC43j3gSqG6Fen6upD,https://api.spotify.com/v1/audio-analysis/4pCbJC43j3gSqG6Fen6upD,227467,4,2023
That Mexican OT,Johnny Dang (with Paul Wall & DRODi),0.97,0.663,10,-5.276,0,0.161,0.425,0.0,0.11,0.735,119.986,audio_features,6XEt23sq6sRgER8sSZbCR5,spotify:track:6XEt23sq6sRgER8sSZbCR5,https://api.spotify.com/v1/tracks/6XEt23sq6sRgER8sSZbCR5,https://api.spotify.com/v1/audio-analysis/6XEt23sq6sRgER8sSZbCR5,192000,4,2023
Corey Kent,Something's Gonna Kill Me,0.659,0.823,4,-5.77,0,0.0415,0.0174,1.82e-06,0.11,0.405,112.931,audio_features,2VrxL3FS3m7KLzfOHUPqOx,spotify:track:2VrxL3FS3m7KLzfOHUPqOx,https://api.spotify.com/v1/tracks/2VrxL3FS3m7KLzfOHUPqOx,https://api.spotify.com/v1/audio-analysis/2VrxL3FS3m7KLzfOHUPqOx,183680,4,2023
Chris Young,Looking for You,0.53,0.874,7,-3.594,1,0.043,0.0485,0.0,0.153,0.537,81.034,audio_features,67IfTiMwPNN0wQE7Scfzu9,spotify:track:67IfTiMwPNN0wQE7Scfzu9,https://api.spotify.com/v1/tracks/67IfTiMwPNN0wQE7Scfzu9,https://api.spotify.com/v1/audio-analysis/67IfTiMwPNN0wQE7Scfzu9,179973,4,2023
Cody Johnson,The Painter,0.512,0.709,2,-5.767,1,0.0327,0.0423,4.3e-06,0.107,0.261,97.971,audio_features,5DQU4Fmdx7Hs7pwtcZMSTK,spotify:track:5DQU4Fmdx7Hs7pwtcZMSTK,https://api.spotify.com/v1/tracks/5DQU4Fmdx7Hs7pwtcZMSTK,https://api.spotify.com/v1/audio-analysis/5DQU4Fmdx7Hs7pwtcZMSTK,211413,4,2023
Thomas Rhett,Angels (Don’t Always Have Wings),0.516,0.598,1,-4.257,1,0.0297,0.062,0.00018,0.0911,0.232,66.01,audio_features,202BHy1VSuKCgz6whG3zhx,spotify:track:202BHy1VSuKCgz6whG3zhx,https://api.spotify.com/v1/tracks/202BHy1VSuKCgz6whG3zhx,https://api.spotify.com/v1/audio-analysis/202BHy1VSuKCgz6whG3zhx,200427,3,2023
Carrie Underwood,Out Of That Truck,0.563,0.755,5,-4.504,1,0.0253,0.0134,0.0,0.399,0.811,92.988,audio_features,0NJnqzKuU2zjmd64IXcYqY,spotify:track:0NJnqzKuU2zjmd64IXcYqY,https://api.spotify.com/v1/tracks/0NJnqzKuU2zjmd64IXcYqY,https://api.spotify.com/v1/audio-analysis/0NJnqzKuU2zjmd64IXcYqY,177400,4,2023
Sam Hunt,Outskirts,0.552,0.774,10,-3.685,1,0.0401,0.215,0.0,0.126,0.194,75.07,audio_features,2E0bqoMlIb2xmFyZHRjtzK,spotify:track:2E0bqoMlIb2xmFyZHRjtzK,https://api.spotify.com/v1/tracks/2E0bqoMlIb2xmFyZHRjtzK,https://api.spotify.com/v1/audio-analysis/2E0bqoMlIb2xmFyZHRjtzK,182707,4,2023
Dylan Scott,This Town's Been Too Good To Us,0.696,0.555,11,-7.035,1,0.0353,0.0603,0.0,0.175,0.577,104.989,audio_features,6vsa5VDsIaWC8oJnowU65l,spotify:track:6vsa5VDsIaWC8oJnowU65l,https://api.spotify.com/v1/tracks/6vsa5VDsIaWC8oJnowU65l,https://api.spotify.com/v1/audio-analysis/6vsa5VDsIaWC8oJnowU65l,191627,4,2023
Sexyy Red,SkeeYee,0.739,0.536,1,-10.843,1,0.308,0.231,0.0,0.35,0.64,82.549,audio_features,7icwQvajsokotDfM3tefW6,spotify:track:7icwQvajsokotDfM3tefW6,https://api.spotify.com/v1/tracks/7icwQvajsokotDfM3tefW6,https://api.spotify.com/v1/audio-analysis/7icwQvajsokotDfM3tefW6,154120,4,2023
Dalton Dover,Giving Up On That,0.465,0.863,3,-4.412,1,0.0492,0.0355,0.0,0.0889,0.401,137.925,audio_features,2TiiYWUzzSuQpMFiORcbzc,spotify:track:2TiiYWUzzSuQpMFiORcbzc,https://api.spotify.com/v1/tracks/2TiiYWUzzSuQpMFiORcbzc,https://api.spotify.com/v1/audio-analysis/2TiiYWUzzSuQpMFiORcbzc,211036,4,2023
Nate Smith,World on Fire,0.461,0.887,11,-4.871,0,0.0429,0.000219,0.0,0.104,0.411,95.964,audio_features,5ya0TmUQw2wHMkq36rPsnd,spotify:track:5ya0TmUQw2wHMkq36rPsnd,https://api.spotify.com/v1/tracks/5ya0TmUQw2wHMkq36rPsnd,https://api.spotify.com/v1/audio-analysis/5ya0TmUQw2wHMkq36rPsnd,189987,4,2023
Rod Wave,Fight The Feeling,0.634,0.538,0,-9.213,1,0.0603,0.0514,0.0,0.099,0.152,168.029,audio_features,4aA7Lrm6rLGHx5kRMVb7NU,spotify:track:4aA7Lrm6rLGHx5kRMVb7NU,https://api.spotify.com/v1/tracks/4aA7Lrm6rLGHx5kRMVb7NU,https://api.spotify.com/v1/audio-analysis/4aA7Lrm6rLGHx5kRMVb7NU,160714,5,2023
Lil Durk,Stand By Me (feat. Morgan Wallen),0.756,0.582,11,-7.726,1,0.0343,0.0592,0.0,0.161,0.605,134.07,audio_features,1fXnu2HzxbDtoyvFPWG3Bw,spotify:track:1fXnu2HzxbDtoyvFPWG3Bw,https://api.spotify.com/v1/tracks/1fXnu2HzxbDtoyvFPWG3Bw,https://api.spotify.com/v1/audio-analysis/1fXnu2HzxbDtoyvFPWG3Bw,218489,4,2023
Parker McCollum,Burn It Down,0.461,0.718,2,-5.627,1,0.0666,0.139,1.66e-05,0.0968,0.334,162.187,audio_features,09hVlIVHtEE1nLUv6YGZiW,spotify:track:09hVlIVHtEE1nLUv6YGZiW,https://api.spotify.com/v1/tracks/09hVlIVHtEE1nLUv6YGZiW,https://api.spotify.com/v1/audio-analysis/09hVlIVHtEE1nLUv6YGZiW,233869,4,2023
Luke Combs,Love You Anyway,0.532,0.489,4,-7.419,1,0.0311,0.149,0.0,0.237,0.32,139.807,audio_features,2kYevr8cbIAH2ha8210Bnz,spotify:track:2kYevr8cbIAH2ha8210Bnz,https://api.spotify.com/v1/tracks/2kYevr8cbIAH2ha8210Bnz,https://api.spotify.com/v1/audio-analysis/2kYevr8cbIAH2ha8210Bnz,229627,4,2023
Kassi Ashton,Drive You Out Of My Mind,0.661,0.933,1,-2.503,0,0.0656,0.0185,3.28e-06,0.157,0.741,123.035,audio_features,0iqr64c8WWYb549HKs8sqD,spotify:track:0iqr64c8WWYb549HKs8sqD,https://api.spotify.com/v1/tracks/0iqr64c8WWYb549HKs8sqD,https://api.spotify.com/v1/audio-analysis/0iqr64c8WWYb549HKs8sqD,212360,5,2023
Ashley McBryde,Light On In The Kitchen,0.629,0.548,5,-7.694,1,0.0334,0.471,2.21e-05,0.104,0.582,165.931,audio_features,15PtPmi0iXs6Mykh4k2JQo,spotify:track:15PtPmi0iXs6Mykh4k2JQo,https://api.spotify.com/v1/tracks/15PtPmi0iXs6Mykh4k2JQo,https://api.spotify.com/v1/audio-analysis/15PtPmi0iXs6Mykh4k2JQo,212120,4,2023
Kane Brown,Bury Me in Georgia - Single Edit,0.391,0.816,2,-5.746,0,0.066,0.0169,0.0,0.0893,0.457,160.001,audio_features,2mltIbKkhQqyh8gCzaqxqA,spotify:track:2mltIbKkhQqyh8gCzaqxqA,https://api.spotify.com/v1/tracks/2mltIbKkhQqyh8gCzaqxqA,https://api.spotify.com/v1/audio-analysis/2mltIbKkhQqyh8gCzaqxqA,170683,4,2023
Riley Green,Different 'Round Here,0.454,0.72,1,-5.999,1,0.0319,8.63e-05,0.000131,0.128,0.313,141.93,audio_features,7HRW1XRyOITRJWrygoKL9u,spotify:track:7HRW1XRyOITRJWrygoKL9u,https://api.spotify.com/v1/tracks/7HRW1XRyOITRJWrygoKL9u,https://api.spotify.com/v1/audio-analysis/7HRW1XRyOITRJWrygoKL9u,176000,4,2023
Oliver Anthony Music,Rich Men North of Richmond,0.678,0.264,10,-12.384,1,0.0622,0.753,0.0,0.302,0.528,121.722,audio_features,78Du4CMFgnhdlG33gblkiP,spotify:track:78Du4CMFgnhdlG33gblkiP,https://api.spotify.com/v1/tracks/78Du4CMFgnhdlG33gblkiP,https://api.spotify.com/v1/audio-analysis/78Du4CMFgnhdlG33gblkiP,187244,4,2023
Chris Stapleton,White Horse,0.353,0.77,1,-11.066,0,0.0493,0.0016,0.598,0.109,0.224,145.225,audio_features,1DgtQlVNotingln271ZKCx,spotify:track:1DgtQlVNotingln271ZKCx,https://api.spotify.com/v1/tracks/1DgtQlVNotingln271ZKCx,https://api.spotify.com/v1/audio-analysis/1DgtQlVNotingln271ZKCx,267893,4,2023
OHGEESY,GEEKALEEK (feat. Cash Kidd),0.835,0.552,11,-8.039,1,0.191,0.00594,1.24e-05,0.139,0.18,105.007,audio_features,6SK7WTFDJHzf38CxCQt1U0,spotify:track:6SK7WTFDJHzf38CxCQt1U0,https://api.spotify.com/v1/tracks/6SK7WTFDJHzf38CxCQt1U0,https://api.spotify.com/v1/audio-analysis/6SK7WTFDJHzf38CxCQt1U0,146286,4,2023
Elle King,Lucky,0.537,0.851,4,-4.591,1,0.0443,0.0329,0.00105,0.131,0.155,129.022,audio_features,6DE1vkPkMn2I77360IBb8t,spotify:track:6DE1vkPkMn2I77360IBb8t,https://api.spotify.com/v1/tracks/6DE1vkPkMn2I77360IBb8t,https://api.spotify.com/v1/audio-analysis/6DE1vkPkMn2I77360IBb8t,194427,4,2023
Young Nudy,Peaches & Eggplants (feat. 21 Savage),0.911,0.536,4,-7.884,0,0.282,0.00897,3.73e-06,0.111,0.584,146.014,audio_features,2KcQ0PbPj0O3P48B9YX7iN,spotify:track:2KcQ0PbPj0O3P48B9YX7iN,https://api.spotify.com/v1/tracks/2KcQ0PbPj0O3P48B9YX7iN,https://api.spotify.com/v1/audio-analysis/2KcQ0PbPj0O3P48B9YX7iN,203813,4,2023
Tim McGraw,Standing Room Only,0.491,0.782,1,-6.148,1,0.0376,0.154,0.0,0.137,0.441,155.289,audio_features,7df5ELYvqxkoLhNK391CRV,spotify:track:7df5ELYvqxkoLhNK391CRV,https://api.spotify.com/v1/tracks/7df5ELYvqxkoLhNK391CRV,https://api.spotify.com/v1/audio-analysis/7df5ELYvqxkoLhNK391CRV,226493,4,2023
Jordan Davis,Tucson Too Late,0.661,0.707,7,-7.19,1,0.0285,0.628,1.85e-06,0.0852,0.385,105.917,audio_features,2hNQDbZcN3vqRAuwiz7poI,spotify:track:2hNQDbZcN3vqRAuwiz7poI,https://api.spotify.com/v1/tracks/2hNQDbZcN3vqRAuwiz7poI,https://api.spotify.com/v1/audio-analysis/2hNQDbZcN3vqRAuwiz7poI,172853,4,2023
Brothers Osborne,Nobody's Nobody,0.577,0.746,5,-6.252,1,0.0259,0.0414,0.0431,0.119,0.601,94.98,audio_features,0WT1ILuFrh8reQUmPwmhMo,spotify:track:0WT1ILuFrh8reQUmPwmhMo,https://api.spotify.com/v1/tracks/0WT1ILuFrh8reQUmPwmhMo,https://api.spotify.com/v1/audio-analysis/0WT1ILuFrh8reQUmPwmhMo,189067,4,2023
Conner Smith,Creek Will Rise,0.423,0.887,1,-2.97,1,0.0537,0.0362,0.0,0.243,0.892,169.975,audio_features,5owS9iWWGd6mDlFjUFzBsw,spotify:track:5owS9iWWGd6mDlFjUFzBsw,https://api.spotify.com/v1/tracks/5owS9iWWGd6mDlFjUFzBsw,https://api.spotify.com/v1/audio-analysis/5owS9iWWGd6mDlFjUFzBsw,169293,4,2023
Gabby Barrett,Glory Days,0.647,0.776,7,-5.221,1,0.0514,0.00686,0.0,0.119,0.268,103.919,audio_features,7qaMlLPdwNiiU1Uiy1oAdO,spotify:track:7qaMlLPdwNiiU1Uiy1oAdO,https://api.spotify.com/v1/tracks/7qaMlLPdwNiiU1Uiy1oAdO,https://api.spotify.com/v1/audio-analysis/7qaMlLPdwNiiU1Uiy1oAdO,162733,4,2023
Kelsea Ballerini,Mountain With A View,0.436,0.434,10,-7.153,1,0.0502,0.679,0.0,0.419,0.447,117.836,audio_features,3Uq2F5YXXDui1m55h7r6JF,spotify:track:3Uq2F5YXXDui1m55h7r6JF,https://api.spotify.com/v1/tracks/3Uq2F5YXXDui1m55h7r6JF,https://api.spotify.com/v1/audio-analysis/3Uq2F5YXXDui1m55h7r6JF,177920,4,2023
Luke Bryan,But I Got A Beer In My Hand,0.404,0.788,2,-4.355,1,0.0535,0.00518,1.71e-06,0.17,0.608,208.138,audio_features,3jhV8I9sIPXsjPs2ZOnSaf,spotify:track:3jhV8I9sIPXsjPs2ZOnSaf,https://api.spotify.com/v1/tracks/3jhV8I9sIPXsjPs2ZOnSaf,https://api.spotify.com/v1/audio-analysis/3jhV8I9sIPXsjPs2ZOnSaf,176427,4,2023
Alana Springsteen,goodbye looks good on you (feat. Mitchell Tenpenny),0.667,0.671,1,-4.2,0,0.0496,0.413,0.0,0.0809,0.695,83.962,audio_features,2otAb5kIGdZzJCqcUHNztT,spotify:track:2otAb5kIGdZzJCqcUHNztT,https://api.spotify.com/v1/tracks/2otAb5kIGdZzJCqcUHNztT,https://api.spotify.com/v1/audio-analysis/2otAb5kIGdZzJCqcUHNztT,171080,4,2023
Chris Janson,All I Need Is You,0.606,0.757,1,-6.206,1,0.0302,0.0157,0.000205,0.343,0.588,103.051,audio_features,0lbHiQaHPlp5gGtsUPtj6l,spotify:track:0lbHiQaHPlp5gGtsUPtj6l,https://api.spotify.com/v1/tracks/0lbHiQaHPlp5gGtsUPtj6l,https://api.spotify.com/v1/audio-analysis/0lbHiQaHPlp5gGtsUPtj6l,162345,4,2023
Dylan Marlowe,Record High,0.531,0.623,1,-5.316,1,0.0347,0.0506,0.0,0.106,0.218,139.926,audio_features,7KTouudlySEWXOWHAuFAFv,spotify:track:7KTouudlySEWXOWHAuFAFv,https://api.spotify.com/v1/tracks/7KTouudlySEWXOWHAuFAFv,https://api.spotify.com/v1/audio-analysis/7KTouudlySEWXOWHAuFAFv,208453,4,2023
Danny Towers,Florida Water (feat. Luh Tyler),0.501,0.655,1,-9.482,1,0.596,0.206,0.0,0.1,0.605,79.797,audio_features,4PrbQ4jbUhLyqcYCYqzVl7,spotify:track:4PrbQ4jbUhLyqcYCYqzVl7,https://api.spotify.com/v1/tracks/4PrbQ4jbUhLyqcYCYqzVl7,https://api.spotify.com/v1/audio-analysis/4PrbQ4jbUhLyqcYCYqzVl7,223708,4,2023
Josh Ross,Trouble,0.636,0.592,11,-5.025,1,0.0285,0.127,0.0,0.134,0.266,120.058,audio_features,7cRggVoZ18mmvIN2EcSQ3J,spotify:track:7cRggVoZ18mmvIN2EcSQ3J,https://api.spotify.com/v1/tracks/7cRggVoZ18mmvIN2EcSQ3J,https://api.spotify.com/v1/audio-analysis/7cRggVoZ18mmvIN2EcSQ3J,214799,3,2023
Brett Young,Dance With You,0.65,0.505,7,-6.688,1,0.0254,0.24,7.32e-06,0.102,0.502,84.995,audio_features,5waGccg9kVLjBsaaqJNaRP,spotify:track:5waGccg9kVLjBsaaqJNaRP,https://api.spotify.com/v1/tracks/5waGccg9kVLjBsaaqJNaRP,https://api.spotify.com/v1/audio-analysis/5waGccg9kVLjBsaaqJNaRP,184320,4,2023
Carly Pearce,We Don't Fight Anymore,0.619,0.564,4,-6.517,1,0.0302,0.673,0.0,0.184,0.419,129.944,audio_features,2dPwBKr5uJeCeyd5IoWi8W,spotify:track:2dPwBKr5uJeCeyd5IoWi8W,https://api.spotify.com/v1/tracks/2dPwBKr5uJeCeyd5IoWi8W,https://api.spotify.com/v1/audio-analysis/2dPwBKr5uJeCeyd5IoWi8W,220146,4,2023
Latto,Put It On Da Floor Again (feat. Cardi B),0.849,0.614,1,-7.323,1,0.317,0.0282,0.0,0.0603,0.472,111.363,audio_features,6c6WmIHcHlhccEwSFBhzNa,spotify:track:6c6WmIHcHlhccEwSFBhzNa,https://api.spotify.com/v1/tracks/6c6WmIHcHlhccEwSFBhzNa,https://api.spotify.com/v1/audio-analysis/6c6WmIHcHlhccEwSFBhzNa,185748,5,2023
DaBaby,SHAKE SUMN,0.783,0.768,11,-8.471,0,0.157,0.00198,0.0,0.171,0.267,143.071,audio_features,3FhZPYvMGSjFc6boVYKlCv,spotify:track:3FhZPYvMGSjFc6boVYKlCv,https://api.spotify.com/v1/tracks/3FhZPYvMGSjFc6boVYKlCv,https://api.spotify.com/v1/audio-analysis/3FhZPYvMGSjFc6boVYKlCv,124806,4,2023
Lil Tecca,500lbs,0.722,0.785,7,-5.451,0,0.0763,0.0942,0.0,0.119,0.529,122.986,audio_features,6rjuKpPydT2SxN15TZpV7r,spotify:track:6rjuKpPydT2SxN15TZpV7r,https://api.spotify.com/v1/tracks/6rjuKpPydT2SxN15TZpV7r,https://api.spotify.com/v1/audio-analysis/6rjuKpPydT2SxN15TZpV7r,144390,4,2023
Ian Munsick,Dig,0.51,0.78,3,-4.399,1,0.0391,0.313,0.0,0.0816,0.356,135.814,audio_features,5PajfJ1BQwHHHird3li8S4,spotify:track:5PajfJ1BQwHHHird3li8S4,https://api.spotify.com/v1/tracks/5PajfJ1BQwHHHird3li8S4,https://api.spotify.com/v1/audio-analysis/5PajfJ1BQwHHHird3li8S4,225053,4,2023
Toosii,Favorite Song,0.815,0.358,2,-9.281,1,0.0557,0.319,0.0,0.0975,0.352,116.033,audio_features,5Bvhk3wx42kkDEggSQIwqL,spotify:track:5Bvhk3wx42kkDEggSQIwqL,https://api.spotify.com/v1/tracks/5Bvhk3wx42kkDEggSQIwqL,https://api.spotify.com/v1/audio-analysis/5Bvhk3wx42kkDEggSQIwqL,204000,4,2023
Moneybagg Yo,Motion God,0.85,0.761,11,-5.923,1,0.275,0.0063,0.0,0.12,0.616,155.039,audio_features,4FpgCVHDfwcHQ17hJ9SyuL,spotify:track:4FpgCVHDfwcHQ17hJ9SyuL,https://api.spotify.com/v1/tracks/4FpgCVHDfwcHQ17hJ9SyuL,https://api.spotify.com/v1/audio-analysis/4FpgCVHDfwcHQ17hJ9SyuL,142437,4,2023
Noah Kahan,Dial Drunk,0.693,0.595,8,-7.578,1,0.0311,0.0969,0.0,0.113,0.646,112.02,audio_features,0caJ2wkqp4UmXBwdR2JvB5,spotify:track:0caJ2wkqp4UmXBwdR2JvB5,https://api.spotify.com/v1/tracks/0caJ2wkqp4UmXBwdR2JvB5,https://api.spotify.com/v1/audio-analysis/0caJ2wkqp4UmXBwdR2JvB5,213817,4,2023
Dan + Shay,Save Me The Trouble,0.444,0.629,9,-4.435,1,0.0318,0.00544,0.0,0.271,0.376,134.931,audio_features,1mbGClliIFnN06tuMdnkZn,spotify:track:1mbGClliIFnN06tuMdnkZn,https://api.spotify.com/v1/tracks/1mbGClliIFnN06tuMdnkZn,https://api.spotify.com/v1/audio-analysis/1mbGClliIFnN06tuMdnkZn,200347,3,2023
Diplo,Wasted (feat. Kodak Black & Koe Wetzel),0.674,0.753,3,-3.226,1,0.0388,0.00264,1.76e-06,0.0599,0.292,139.99,audio_features,231JL1zyH8JlEvYkCymu1K,spotify:track:231JL1zyH8JlEvYkCymu1K,https://api.spotify.com/v1/tracks/231JL1zyH8JlEvYkCymu1K,https://api.spotify.com/v1/audio-analysis/231JL1zyH8JlEvYkCymu1K,155495,4,2023
YoungBoy Never Broke Again,Bitch Let's Do It,0.618,0.83,1,-4.614,1,0.323,0.0682,0.0,0.121,0.443,82.885,audio_features,3EN9CgupFLmuwmHYUPq0ny,spotify:track:3EN9CgupFLmuwmHYUPq0ny,https://api.spotify.com/v1/tracks/3EN9CgupFLmuwmHYUPq0ny,https://api.spotify.com/v1/audio-analysis/3EN9CgupFLmuwmHYUPq0ny,185117,4,2023
Babyface Ray,Ron Artest,0.836,0.54,1,-8.629,1,0.327,0.158,0.0,0.302,0.277,121.979,audio_features,4Wlz0HsHZlJy0NDK2h6jq6,spotify:track:4Wlz0HsHZlJy0NDK2h6jq6,https://api.spotify.com/v1/tracks/4Wlz0HsHZlJy0NDK2h6jq6,https://api.spotify.com/v1/audio-analysis/4Wlz0HsHZlJy0NDK2h6jq6,153392,4,2023
BabyTron,Out On Bond,0.454,0.611,10,-5.452,0,0.3,0.00752,0.0,0.167,0.182,193.4,audio_features,07iXzCjxJdfHTUenA34iXt,spotify:track:07iXzCjxJdfHTUenA34iXt,https://api.spotify.com/v1/tracks/07iXzCjxJdfHTUenA34iXt,https://api.spotify.com/v1/audio-analysis/07iXzCjxJdfHTUenA34iXt,80353,4,2023
Bryan Martin,Wolves Cry,0.637,0.742,6,-5.723,1,0.0425,0.0625,7.74e-06,0.097,0.518,76.969,audio_features,7yyRhjoCsdt5dDpFz2CImD,spotify:track:7yyRhjoCsdt5dDpFz2CImD,https://api.spotify.com/v1/tracks/7yyRhjoCsdt5dDpFz2CImD,https://api.spotify.com/v1/audio-analysis/7yyRhjoCsdt5dDpFz2CImD,163872,4,2023
Brian Kelley,See You Next Summer,0.649,0.844,8,-4.352,1,0.0335,0.0518,0.0,0.106,0.542,120.972,audio_features,7Ez0QMtgIQ60BOHGHh3yPc,spotify:track:7Ez0QMtgIQ60BOHGHh3yPc,https://api.spotify.com/v1/tracks/7Ez0QMtgIQ60BOHGHh3yPc,https://api.spotify.com/v1/audio-analysis/7Ez0QMtgIQ60BOHGHh3yPc,157800,4,2023
Nardo Wick,Hot Boy (feat. Lil Baby),0.595,0.829,2,-3.95,1,0.226,0.00594,0.000101,0.153,0.501,113.319,audio_features,31yydnZnSeCwkRPY7tlgQJ,spotify:track:31yydnZnSeCwkRPY7tlgQJ,https://api.spotify.com/v1/tracks/31yydnZnSeCwkRPY7tlgQJ,https://api.spotify.com/v1/audio-analysis/31yydnZnSeCwkRPY7tlgQJ,169893,5,2023
Lil Uzi Vert,Flooded The Face,0.64,0.609,1,-7.714,0,0.304,0.492,2.47e-06,0.152,0.393,131.889,audio_features,4daEMLSZCgZ2Mt7gNm2SRa,spotify:track:4daEMLSZCgZ2Mt7gNm2SRa,https://api.spotify.com/v1/tracks/4daEMLSZCgZ2Mt7gNm2SRa,https://api.spotify.com/v1/audio-analysis/4daEMLSZCgZ2Mt7gNm2SRa,192727,4,2023
Darius Rucker,Fires Don't Start Themselves,0.517,0.759,8,-5.065,1,0.0292,0.000696,2.09e-05,0.162,0.547,104.052,audio_features,07NRJ7TdZHv6x6oN5ag3HV,spotify:track:07NRJ7TdZHv6x6oN5ag3HV,https://api.spotify.com/v1/tracks/07NRJ7TdZHv6x6oN5ag3HV,https://api.spotify.com/v1/audio-analysis/07NRJ7TdZHv6x6oN5ag3HV,226547,4,2023
