artist,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,year
Moneybagg Yo,Time Today,0.912,0.608,1,-7.686,1,0.397,0.0458,0.0,0.248,0.327,136.994,audio_features,0YrKSfpvflYnLSBd4Jtu6J,spotify:track:0YrKSfpvflYnLSBd4Jtu6J,https://api.spotify.com/v1/tracks/0YrKSfpvflYnLSBd4Jtu6J,https://api.spotify.com/v1/audio-analysis/0YrKSfpvflYnLSBd4Jtu6J,136900,4,2021
Elle King,Drunk (And I Don't Wanna Go Home),0.612,0.884,5,-4.4,1,0.0459,0.00516,0.0,0.0997,0.626,119.991,audio_features,0QULNNd9z5s35entfiiXoa,spotify:track:0QULNNd9z5s35entfiiXoa,https://api.spotify.com/v1/tracks/0QULNNd9z5s35entfiiXoa,https://api.spotify.com/v1/audio-analysis/0QULNNd9z5s35entfiiXoa,245626,4,2021
Jordan Davis,Buy Dirt,0.586,0.559,4,-6.725,1,0.05,0.639,0.0,0.0872,0.437,177.945,audio_features,69AIpwGNLxr4qS1X5ynx60,spotify:track:69AIpwGNLxr4qS1X5ynx60,https://api.spotify.com/v1/tracks/69AIpwGNLxr4qS1X5ynx60,https://api.spotify.com/v1/audio-analysis/69AIpwGNLxr4qS1X5ynx60,167480,4,2021
Walker Hayes,Fancy Like,0.649,0.76,1,-6.487,1,0.0574,0.114,0.0,0.317,0.843,80.018,audio_features,0lnpnsrVaW9elGgRxpDCgE,spotify:track:0lnpnsrVaW9elGgRxpDCgE,https://api.spotify.com/v1/tracks/0lnpnsrVaW9elGgRxpDCgE,https://api.spotify.com/v1/audio-analysis/0lnpnsrVaW9elGgRxpDCgE,161853,4,2021
Ryan Hurd,Chasing After You,0.601,0.675,4,-6.358,1,0.0399,0.698,0.0,0.125,0.446,131.933,audio_features,3MkXV52jXtsG4pvKp4cGE8,spotify:track:3MkXV52jXtsG4pvKp4cGE8,https://api.spotify.com/v1/tracks/3MkXV52jXtsG4pvKp4cGE8,https://api.spotify.com/v1/audio-analysis/3MkXV52jXtsG4pvKp4cGE8,207667,4,2021
Trey Lewis,Dicked Down in Dallas,0.51,0.929,6,-4.685,1,0.0456,0.0608,5.39e-06,0.101,0.438,122.036,audio_features,1yhft6ZqYadd4GOrKrmK3a,spotify:track:1yhft6ZqYadd4GOrKrmK3a,https://api.spotify.com/v1/tracks/1yhft6ZqYadd4GOrKrmK3a,https://api.spotify.com/v1/audio-analysis/1yhft6ZqYadd4GOrKrmK3a,201350,4,2021
Rod Wave,Tombstone,0.55,0.637,8,-5.212,1,0.163,0.597,0.0,0.129,0.535,84.448,audio_features,3zc8VZEpM1onYV4FWGdFvm,spotify:track:3zc8VZEpM1onYV4FWGdFvm,https://api.spotify.com/v1/tracks/3zc8VZEpM1onYV4FWGdFvm,https://api.spotify.com/v1/audio-analysis/3zc8VZEpM1onYV4FWGdFvm,160078,4,2021
Dustin Lynch,Thinking 'Bout You (feat. MacKenzie Porter),0.403,0.711,8,-4.189,1,0.0569,0.137,0.0,0.109,0.801,203.803,audio_features,7DhvNzyMM8jJWcfykG3psB,spotify:track:7DhvNzyMM8jJWcfykG3psB,https://api.spotify.com/v1/tracks/7DhvNzyMM8jJWcfykG3psB,https://api.spotify.com/v1/audio-analysis/7DhvNzyMM8jJWcfykG3psB,170560,4,2021
Only The Family,Hellcats & Trackhawks,0.841,0.672,1,-5.557,0,0.371,0.0122,0.0,0.321,0.599,157.026,audio_features,53tv6ZbyeAwfAUwFaxYbfO,spotify:track:53tv6ZbyeAwfAUwFaxYbfO,https://api.spotify.com/v1/tracks/53tv6ZbyeAwfAUwFaxYbfO,https://api.spotify.com/v1/audio-analysis/53tv6ZbyeAwfAUwFaxYbfO,146845,4,2021
Jason Aldean,If I Didn't Love You,0.456,0.679,1,-4.802,1,0.0324,0.176,0.0,0.103,0.483,184.075,audio_features,1WQ40xJSvgDmD9K7ckJwux,spotify:track:1WQ40xJSvgDmD9K7ckJwux,https://api.spotify.com/v1/tracks/1WQ40xJSvgDmD9K7ckJwux,https://api.spotify.com/v1/audio-analysis/1WQ40xJSvgDmD9K7ckJwux,212030,4,2021
Cody Johnson,'Til You Can't,0.501,0.815,1,-4.865,1,0.0436,0.0513,0.0,0.106,0.46,160.087,audio_features,4k3lPl8YTKuY8c1HelVnm3,spotify:track:4k3lPl8YTKuY8c1HelVnm3,https://api.spotify.com/v1/tracks/4k3lPl8YTKuY8c1HelVnm3,https://api.spotify.com/v1/audio-analysis/4k3lPl8YTKuY8c1HelVnm3,224213,4,2021
Thomas Rhett,Country Again,0.467,0.481,2,-6.947,1,0.0255,0.227,0.000189,0.11,0.248,147.886,audio_features,3CiF9D8iuVhZWDvvjf8HpG,spotify:track:3CiF9D8iuVhZWDvvjf8HpG,https://api.spotify.com/v1/tracks/3CiF9D8iuVhZWDvvjf8HpG,https://api.spotify.com/v1/audio-analysis/3CiF9D8iuVhZWDvvjf8HpG,221240,4,2021
Old Dominion,I Was On a Boat That Day,0.541,0.903,11,-4.746,1,0.0901,0.00546,0.0,0.205,0.767,139.981,audio_features,7u6kAP26NFU2rwNKjFUpI8,spotify:track:7u6kAP26NFU2rwNKjFUpI8,https://api.spotify.com/v1/tracks/7u6kAP26NFU2rwNKjFUpI8,https://api.spotify.com/v1/audio-analysis/7u6kAP26NFU2rwNKjFUpI8,178680,4,2021
Pooh Shiesty,Neighbors (feat. BIG30),0.728,0.623,2,-8.066,1,0.305,0.0391,0.0,0.214,0.805,145.973,audio_features,2xlOJSbScxrHHOmlNmILpD,spotify:track:2xlOJSbScxrHHOmlNmILpD,https://api.spotify.com/v1/tracks/2xlOJSbScxrHHOmlNmILpD,https://api.spotify.com/v1/audio-analysis/2xlOJSbScxrHHOmlNmILpD,171781,4,2021
42 Dugg,4 Da Gang (with Roddy Ricch),0.87,0.561,7,-10.388,1,0.186,0.0124,0.0,0.103,0.691,100.458,audio_features,1mAey8kEPmDM2icL56kS9d,spotify:track:1mAey8kEPmDM2icL56kS9d,https://api.spotify.com/v1/tracks/1mAey8kEPmDM2icL56kS9d,https://api.spotify.com/v1/audio-analysis/1mAey8kEPmDM2icL56kS9d,156368,4,2021
Tyler Rich,Better Than You’re Used To,0.586,0.817,10,-5.352,1,0.0621,0.106,0.0,0.319,0.593,143.949,audio_features,7stizS5H8h8ABU390mkhZC,spotify:track:7stizS5H8h8ABU390mkhZC,https://api.spotify.com/v1/tracks/7stizS5H8h8ABU390mkhZC,https://api.spotify.com/v1/audio-analysis/7stizS5H8h8ABU390mkhZC,198034,4,2021
Florida Georgia Line,Always Gonna Love You,0.543,0.723,6,-4.892,1,0.0499,0.165,0.0,0.11,0.428,143.028,audio_features,5wTt43UbS3HmDvzAJ7Yax3,spotify:track:5wTt43UbS3HmDvzAJ7Yax3,https://api.spotify.com/v1/tracks/5wTt43UbS3HmDvzAJ7Yax3,https://api.spotify.com/v1/audio-analysis/5wTt43UbS3HmDvzAJ7Yax3,177027,4,2021
Luke Bryan,Waves,0.494,0.771,1,-4.309,1,0.0626,0.0649,0.0,0.11,0.371,136.053,audio_features,027269uzraETHuoG6aMs6a,spotify:track:027269uzraETHuoG6aMs6a,https://api.spotify.com/v1/tracks/027269uzraETHuoG6aMs6a,https://api.spotify.com/v1/audio-analysis/027269uzraETHuoG6aMs6a,228440,4,2021
Lil Baby,On Me,0.856,0.564,6,-6.295,0,0.392,0.00327,0.0,0.134,0.483,77.972,audio_features,4Iedi94TIaB2GGb1nMB68v,spotify:track:4Iedi94TIaB2GGb1nMB68v,https://api.spotify.com/v1/tracks/4Iedi94TIaB2GGb1nMB68v,https://api.spotify.com/v1/audio-analysis/4Iedi94TIaB2GGb1nMB68v,135960,4,2021
Lil Durk,Still Trappin',0.877,0.679,5,-4.969,0,0.355,0.0458,0.0,0.0987,0.624,144.93,audio_features,1lw4FrPr3Y8R7Q1Mro2TMe,spotify:track:1lw4FrPr3Y8R7Q1Mro2TMe,https://api.spotify.com/v1/tracks/1lw4FrPr3Y8R7Q1Mro2TMe,https://api.spotify.com/v1/audio-analysis/1lw4FrPr3Y8R7Q1Mro2TMe,172185,4,2021
Parker McCollum,To Be Loved By You,0.475,0.805,10,-4.456,1,0.0377,0.000453,0.0,0.143,0.488,145.976,audio_features,2pUQX4d3Cjh3umGkVz0XyI,spotify:track:2pUQX4d3Cjh3umGkVz0XyI,https://api.spotify.com/v1/tracks/2pUQX4d3Cjh3umGkVz0XyI,https://api.spotify.com/v1/audio-analysis/2pUQX4d3Cjh3umGkVz0XyI,199680,4,2021
Eric Church,Heart On Fire,0.653,0.927,8,-4.699,1,0.0289,0.0352,4.47e-05,0.0966,0.894,119.97,audio_features,0ysCB1Jg4hli0XlEWlipo7,spotify:track:0ysCB1Jg4hli0XlEWlipo7,https://api.spotify.com/v1/tracks/0ysCB1Jg4hli0XlEWlipo7,https://api.spotify.com/v1/audio-analysis/0ysCB1Jg4hli0XlEWlipo7,258800,4,2021
SpotemGottem,Beat Box 3 (feat. DaBaby),0.837,0.431,1,-6.849,1,0.394,0.0898,0.0,0.104,0.196,159.872,audio_features,4vUtNfiOweHBaraVHEUNlZ,spotify:track:4vUtNfiOweHBaraVHEUNlZ,https://api.spotify.com/v1/tracks/4vUtNfiOweHBaraVHEUNlZ,https://api.spotify.com/v1/audio-analysis/4vUtNfiOweHBaraVHEUNlZ,200424,4,2021
Mitchell Tenpenny,Truth About You,0.517,0.712,10,-4.65,1,0.0376,0.092,0.0,0.109,0.699,80.999,audio_features,0M0YznaIOwAdoo2cT2KwpK,spotify:track:0M0YznaIOwAdoo2cT2KwpK,https://api.spotify.com/v1/tracks/0M0YznaIOwAdoo2cT2KwpK,https://api.spotify.com/v1/audio-analysis/0M0YznaIOwAdoo2cT2KwpK,203040,4,2021
DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),0.477,0.727,2,-4.053,1,0.286,0.000866,0.0,0.108,0.227,150.062,audio_features,1EJIcDYXwSqipW5dFe4uJz,spotify:track:1EJIcDYXwSqipW5dFe4uJz,https://api.spotify.com/v1/tracks/1EJIcDYXwSqipW5dFe4uJz,https://api.spotify.com/v1/audio-analysis/1EJIcDYXwSqipW5dFe4uJz,236524,4,2021
Tim McGraw,Undivided,0.583,0.814,10,-4.747,1,0.0295,0.13,0.0,0.205,0.41,90.01,audio_features,7ighoI7pr7eE4r0gyXZwX7,spotify:track:7ighoI7pr7eE4r0gyXZwX7,https://api.spotify.com/v1/tracks/7ighoI7pr7eE4r0gyXZwX7,https://api.spotify.com/v1/audio-analysis/7ighoI7pr7eE4r0gyXZwX7,177200,4,2021
Blake Shelton,Minimum Wage,0.551,0.941,4,-3.793,1,0.0683,0.00179,0.0,0.066,0.744,90.039,audio_features,0Lavu1rppGgXfiK27cAMyU,spotify:track:0Lavu1rppGgXfiK27cAMyU,https://api.spotify.com/v1/tracks/0Lavu1rppGgXfiK27cAMyU,https://api.spotify.com/v1/audio-analysis/0Lavu1rppGgXfiK27cAMyU,228267,4,2021
Kane Brown,One Mississippi,0.471,0.846,0,-5.269,1,0.0389,0.00279,2.86e-06,0.145,0.539,100.089,audio_features,4FdPnT2cFrpWCmWZd7GXc3,spotify:track:4FdPnT2cFrpWCmWZd7GXc3,https://api.spotify.com/v1/tracks/4FdPnT2cFrpWCmWZd7GXc3,https://api.spotify.com/v1/audio-analysis/4FdPnT2cFrpWCmWZd7GXc3,213719,4,2021
Brett Young,Not Yet,0.464,0.783,1,-6.108,1,0.0378,0.000689,0.00016,0.323,0.734,170.029,audio_features,5csddpxbUz4tsxnC8GB9ZH,spotify:track:5csddpxbUz4tsxnC8GB9ZH,https://api.spotify.com/v1/tracks/5csddpxbUz4tsxnC8GB9ZH,https://api.spotify.com/v1/audio-analysis/5csddpxbUz4tsxnC8GB9ZH,174147,4,2021
City Girls,Twerkulator,0.895,0.469,1,-5.882,1,0.0661,0.0012,4.56e-05,0.192,0.076,126.917,audio_features,2Ty7EDf9XLYzEUqEIwJfDC,spotify:track:2Ty7EDf9XLYzEUqEIwJfDC,https://api.spotify.com/v1/tracks/2Ty7EDf9XLYzEUqEIwJfDC,https://api.spotify.com/v1/audio-analysis/2Ty7EDf9XLYzEUqEIwJfDC,138542,4,2021
Parmalee,Take My Name,0.559,0.66,7,-4.143,1,0.0512,0.222,0.0,0.193,0.574,163.957,audio_features,2afB4eV1KWBqLqFqME6PTh,spotify:track:2afB4eV1KWBqLqFqME6PTh,https://api.spotify.com/v1/tracks/2afB4eV1KWBqLqFqME6PTh,https://api.spotify.com/v1/audio-analysis/2afB4eV1KWBqLqFqME6PTh,157907,4,2021
Young Dolph,Case Closed,0.886,0.722,6,-5.185,0,0.198,0.0183,2.35e-05,0.0826,0.51,144.042,audio_features,3RvLAm0ESbUOUZOD7sF4xn,spotify:track:3RvLAm0ESbUOUZOD7sF4xn,https://api.spotify.com/v1/tracks/3RvLAm0ESbUOUZOD7sF4xn,https://api.spotify.com/v1/audio-analysis/3RvLAm0ESbUOUZOD7sF4xn,227912,4,2021
Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",0.748,0.713,6,-6.399,1,0.355,0.00496,0.0,0.245,0.482,75.591,audio_features,7ACW7VpgoKmfM1sKo15UhX,spotify:track:7ACW7VpgoKmfM1sKo15UhX,https://api.spotify.com/v1/tracks/7ACW7VpgoKmfM1sKo15UhX,https://api.spotify.com/v1/audio-analysis/7ACW7VpgoKmfM1sKo15UhX,279573,4,2021
Young Stoner Life,Ski,0.953,0.621,8,-7.638,0,0.221,0.017,0.0,0.0398,0.883,123.016,audio_features,6755DFiZ7CWe2WMdTGW5C1,spotify:track:6755DFiZ7CWe2WMdTGW5C1,https://api.spotify.com/v1/tracks/6755DFiZ7CWe2WMdTGW5C1,https://api.spotify.com/v1/audio-analysis/6755DFiZ7CWe2WMdTGW5C1,152333,4,2021
YBN Nahmir,Opp Stoppa (feat. 21 Savage),0.829,0.343,0,-4.962,1,0.0982,0.00718,0.0,0.172,0.309,78.061,audio_features,78p1rF7xx1snnaKxtUzBHn,spotify:track:78p1rF7xx1snnaKxtUzBHn,https://api.spotify.com/v1/tracks/78p1rF7xx1snnaKxtUzBHn,https://api.spotify.com/v1/audio-analysis/78p1rF7xx1snnaKxtUzBHn,135418,4,2021
Zac Brown Band,Same Boat,0.486,0.838,6,-5.407,1,0.0617,0.0523,0.0,0.0845,0.664,171.963,audio_features,4HD9SLK4s9rwRyuFt3n8N7,spotify:track:4HD9SLK4s9rwRyuFt3n8N7,https://api.spotify.com/v1/tracks/4HD9SLK4s9rwRyuFt3n8N7,https://api.spotify.com/v1/audio-analysis/4HD9SLK4s9rwRyuFt3n8N7,190452,4,2021
Matt Stell,That Ain't Me No More,0.555,0.759,0,-3.651,1,0.0305,0.082,2.5e-06,0.114,0.22,152.052,audio_features,4wrKruoaRzt3TtdzJ9uR0F,spotify:track:4wrKruoaRzt3TtdzJ9uR0F,https://api.spotify.com/v1/tracks/4wrKruoaRzt3TtdzJ9uR0F,https://api.spotify.com/v1/audio-analysis/4wrKruoaRzt3TtdzJ9uR0F,191853,4,2021
Adam Doleac,Coulda Loved You Longer,0.634,0.621,11,-6.261,1,0.0811,0.334,0.0,0.459,0.741,93.034,audio_features,5z0xIGpy5Cb8LRXh0I7Ewl,spotify:track:5z0xIGpy5Cb8LRXh0I7Ewl,https://api.spotify.com/v1/tracks/5z0xIGpy5Cb8LRXh0I7Ewl,https://api.spotify.com/v1/audio-analysis/5z0xIGpy5Cb8LRXh0I7Ewl,176413,4,2021
DaBaby,Masterpiece,0.781,0.726,0,-4.213,1,0.0836,0.0299,0.0,0.093,0.436,139.988,audio_features,26UxwWl9xCb83OynXELJcL,spotify:track:26UxwWl9xCb83OynXELJcL,https://api.spotify.com/v1/tracks/26UxwWl9xCb83OynXELJcL,https://api.spotify.com/v1/audio-analysis/26UxwWl9xCb83OynXELJcL,181714,4,2021
YoungBoy Never Broke Again,Nevada,0.777,0.59,0,-8.741,0,0.286,0.397,0.0,0.169,0.238,147.978,audio_features,2cEnKRR4dYBB2VA1mjlb1z,spotify:track:2cEnKRR4dYBB2VA1mjlb1z,https://api.spotify.com/v1/tracks/2cEnKRR4dYBB2VA1mjlb1z,https://api.spotify.com/v1/audio-analysis/2cEnKRR4dYBB2VA1mjlb1z,155738,4,2021
Ingrid Andress,Wishful Drinking (with Sam Hunt),0.678,0.528,10,-7.317,1,0.0551,0.289,0.0,0.0734,0.614,79.018,audio_features,3HGnIIdHYIbkowzLk8UHbE,spotify:track:3HGnIIdHYIbkowzLk8UHbE,https://api.spotify.com/v1/tracks/3HGnIIdHYIbkowzLk8UHbE,https://api.spotify.com/v1/audio-analysis/3HGnIIdHYIbkowzLk8UHbE,194545,4,2021
Dierks Bentley,Beers On Me,0.59,0.846,4,-4.251,1,0.0396,0.182,0.0,0.53,0.733,146.028,audio_features,19ZzEzb4BVK1wVO4brrmZz,spotify:track:19ZzEzb4BVK1wVO4brrmZz,https://api.spotify.com/v1/tracks/19ZzEzb4BVK1wVO4brrmZz,https://api.spotify.com/v1/audio-analysis/19ZzEzb4BVK1wVO4brrmZz,174681,4,2021
Lily Rose,Villain,0.633,0.641,0,-7.946,1,0.0601,0.287,0.0,0.0959,0.187,107.167,audio_features,0Fu3jq4NeOLatOXiLWVLO3,spotify:track:0Fu3jq4NeOLatOXiLWVLO3,https://api.spotify.com/v1/tracks/0Fu3jq4NeOLatOXiLWVLO3,https://api.spotify.com/v1/audio-analysis/0Fu3jq4NeOLatOXiLWVLO3,176088,4,2021
Morgan Wade,Wilder Days,0.502,0.662,9,-4.041,1,0.0293,0.00322,0.00274,0.119,0.4,110.917,audio_features,2vubFQgAJO5SeuVa7ytIHc,spotify:track:2vubFQgAJO5SeuVa7ytIHc,https://api.spotify.com/v1/tracks/2vubFQgAJO5SeuVa7ytIHc,https://api.spotify.com/v1/audio-analysis/2vubFQgAJO5SeuVa7ytIHc,251293,4,2021
Blueface,Outside (Better Days),0.67,0.424,9,-14.297,0,0.292,0.333,0.0,0.112,0.743,77.685,audio_features,26BMsCXJpD7eYtP7ufhApC,spotify:track:26BMsCXJpD7eYtP7ufhApC,https://api.spotify.com/v1/tracks/26BMsCXJpD7eYtP7ufhApC,https://api.spotify.com/v1/audio-analysis/26BMsCXJpD7eYtP7ufhApC,148715,4,2021
Kodak Black,Super Gremlin,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,audio_features,4A8cWXxKfIL3lAyUDzXbCF,spotify:track:4A8cWXxKfIL3lAyUDzXbCF,https://api.spotify.com/v1/tracks/4A8cWXxKfIL3lAyUDzXbCF,https://api.spotify.com/v1/audio-analysis/4A8cWXxKfIL3lAyUDzXbCF,200548,4,2021
CHASE WRIGHT,Why Should We,0.578,0.763,8,-7.498,0,0.0443,0.472,0.0,0.135,0.561,92.01,audio_features,39vy8nZzcfl8VWr4IIYUO1,spotify:track:39vy8nZzcfl8VWr4IIYUO1,https://api.spotify.com/v1/tracks/39vy8nZzcfl8VWr4IIYUO1,https://api.spotify.com/v1/audio-analysis/39vy8nZzcfl8VWr4IIYUO1,172826,4,2021
Tenille Arts,"Back Then, Right Now",0.585,0.719,5,-3.231,1,0.0307,0.0108,0.0,0.0494,0.479,76.989,audio_features,3wAKfgic0OANcWf2QBxT8t,spotify:track:3wAKfgic0OANcWf2QBxT8t,https://api.spotify.com/v1/tracks/3wAKfgic0OANcWf2QBxT8t,https://api.spotify.com/v1/audio-analysis/3wAKfgic0OANcWf2QBxT8t,182667,4,2021
Kacey Musgraves,justified,0.669,0.552,0,-7.98,1,0.0587,0.807,0.000874,0.321,0.488,100.102,audio_features,4wONXG4GqWSscEyZlx300W,spotify:track:4wONXG4GqWSscEyZlx300W,https://api.spotify.com/v1/tracks/4wONXG4GqWSscEyZlx300W,https://api.spotify.com/v1/audio-analysis/4wONXG4GqWSscEyZlx300W,180800,4,2021
MO3,Outside (Better Days),0.57,0.431,9,-8.685,0,0.178,0.583,0.0,0.105,0.433,154.918,audio_features,5A0DZWivlvlNm1fZZaz5rl,spotify:track:5A0DZWivlvlNm1fZZaz5rl,https://api.spotify.com/v1/tracks/5A0DZWivlvlNm1fZZaz5rl,https://api.spotify.com/v1/audio-analysis/5A0DZWivlvlNm1fZZaz5rl,215496,4,2021
Chris Lane,Fill Them Boots,0.612,0.765,1,-5.122,1,0.0293,0.0489,0.0,0.291,0.766,146.086,audio_features,4RBcYEl3yD9gYQE94LxFmE,spotify:track:4RBcYEl3yD9gYQE94LxFmE,https://api.spotify.com/v1/tracks/4RBcYEl3yD9gYQE94LxFmE,https://api.spotify.com/v1/audio-analysis/4RBcYEl3yD9gYQE94LxFmE,162885,4,2021
AJR,Way Less Sad,0.701,0.547,2,-8.238,1,0.0483,0.00843,0.0,0.0987,0.4,140.015,audio_features,6g3XrmNrWVa33dZuxIhMbF,spotify:track:6g3XrmNrWVa33dZuxIhMbF,https://api.spotify.com/v1/tracks/6g3XrmNrWVa33dZuxIhMbF,https://api.spotify.com/v1/audio-analysis/6g3XrmNrWVa33dZuxIhMbF,206108,4,2021
BRS Kash,Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,0.871,0.49,4,-8.087,0,0.287,0.0111,0.0,0.167,0.392,131.996,audio_features,1qzckO538IWjqa7eCQdSJ4,spotify:track:1qzckO538IWjqa7eCQdSJ4,https://api.spotify.com/v1/tracks/1qzckO538IWjqa7eCQdSJ4,https://api.spotify.com/v1/audio-analysis/1qzckO538IWjqa7eCQdSJ4,211610,4,2021
Chris Young,At the End of a Bar,0.494,0.782,3,-4.228,1,0.0409,0.0443,0.0,0.0921,0.44,75.932,audio_features,2NYOqKy4VX6dqVtzrv1Cx9,spotify:track:2NYOqKy4VX6dqVtzrv1Cx9,https://api.spotify.com/v1/tracks/2NYOqKy4VX6dqVtzrv1Cx9,https://api.spotify.com/v1/audio-analysis/2NYOqKy4VX6dqVtzrv1Cx9,186373,4,2021
Roman Alexander,Between You & Me (feat. Ashley Cooke),0.629,0.615,4,-7.645,1,0.0326,0.00709,0.0,0.0905,0.639,99.968,audio_features,2OqlfzJ5w5NHkcjXJm5997,spotify:track:2OqlfzJ5w5NHkcjXJm5997,https://api.spotify.com/v1/tracks/2OqlfzJ5w5NHkcjXJm5997,https://api.spotify.com/v1/audio-analysis/2OqlfzJ5w5NHkcjXJm5997,169019,4,2021
Adam Sanders,What If I'm Right,0.431,0.93,0,-3.42,1,0.107,0.0518,0.0,0.114,0.511,167.788,audio_features,6GrkistOez8uem1N0oLuPg,spotify:track:6GrkistOez8uem1N0oLuPg,https://api.spotify.com/v1/tracks/6GrkistOez8uem1N0oLuPg,https://api.spotify.com/v1/audio-analysis/6GrkistOez8uem1N0oLuPg,166240,4,2021
J. Cole,9 5 . s o u t h,0.713,0.793,2,-5.277,1,0.397,0.271,0.0,0.727,0.203,71.724,audio_features,5R691ipUYRDYW6ehapjoj6,spotify:track:5R691ipUYRDYW6ehapjoj6,https://api.spotify.com/v1/tracks/5R691ipUYRDYW6ehapjoj6,https://api.spotify.com/v1/audio-analysis/5R691ipUYRDYW6ehapjoj6,196946,4,2021
BIA,WHOLE LOTTA MONEY,0.897,0.371,1,-5.019,1,0.368,0.0904,0.0,0.325,0.441,81.008,audio_features,5yorXJWdBan1Vlh116ZtQ7,spotify:track:5yorXJWdBan1Vlh116ZtQ7,https://api.spotify.com/v1/tracks/5yorXJWdBan1Vlh116ZtQ7,https://api.spotify.com/v1/audio-analysis/5yorXJWdBan1Vlh116ZtQ7,156005,4,2021
Meek Mill,Sharing Locations (feat. Lil Baby & Lil Durk),0.681,0.63,1,-5.585,1,0.0385,0.00383,0.0,0.139,0.183,151.951,audio_features,3T9BKc4kB7ukeNQrCqv6ZV,spotify:track:3T9BKc4kB7ukeNQrCqv6ZV,https://api.spotify.com/v1/tracks/3T9BKc4kB7ukeNQrCqv6ZV,https://api.spotify.com/v1/audio-analysis/3T9BKc4kB7ukeNQrCqv6ZV,161053,4,2021
Drake,Knife Talk (with 21 Savage ft. Project Pat),0.849,0.424,5,-9.579,0,0.324,0.0635,0.0,0.0834,0.153,145.887,audio_features,2BcMwX1MPV6ZHP4tUT9uq6,spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,https://api.spotify.com/v1/tracks/2BcMwX1MPV6ZHP4tUT9uq6,https://api.spotify.com/v1/audio-analysis/2BcMwX1MPV6ZHP4tUT9uq6,242966,4,2021
DDG,Rule #1 (feat. Lil Yachty),0.938,0.355,1,-7.075,1,0.413,0.0258,0.0,0.118,0.511,134.096,audio_features,2Lr9sAuH6FJooeT0fY1yXB,spotify:track:2Lr9sAuH6FJooeT0fY1yXB,https://api.spotify.com/v1/tracks/2Lr9sAuH6FJooeT0fY1yXB,https://api.spotify.com/v1/audio-analysis/2Lr9sAuH6FJooeT0fY1yXB,154718,4,2021
Coi Leray,BIG PURR (Prrdd) (feat. Pooh Shiesty),0.774,0.412,1,-8.619,1,0.378,0.026,0.0,0.088,0.38,139.943,audio_features,5byWPNSh2hi0ULmDxBgLyV,spotify:track:5byWPNSh2hi0ULmDxBgLyV,https://api.spotify.com/v1/tracks/5byWPNSh2hi0ULmDxBgLyV,https://api.spotify.com/v1/audio-analysis/5byWPNSh2hi0ULmDxBgLyV,116760,4,2021
Baby Keem,family ties (with Kendrick Lamar),0.711,0.611,1,-5.453,1,0.33,0.00588,0.0,0.23,0.144,134.093,audio_features,3QFInJAm9eyaho5vBzxInN,spotify:track:3QFInJAm9eyaho5vBzxInN,https://api.spotify.com/v1/tracks/3QFInJAm9eyaho5vBzxInN,https://api.spotify.com/v1/audio-analysis/3QFInJAm9eyaho5vBzxInN,252262,4,2021
Trippie Redd,Rich MF (feat. Polo G & Lil Durk),0.756,0.698,6,-5.464,1,0.178,0.0849,0.0,0.221,0.66,77.497,audio_features,6cUHiQEECDl5m3WFGQ1GCR,spotify:track:6cUHiQEECDl5m3WFGQ1GCR,https://api.spotify.com/v1/tracks/6cUHiQEECDl5m3WFGQ1GCR,https://api.spotify.com/v1/audio-analysis/6cUHiQEECDl5m3WFGQ1GCR,247714,4,2021
Lil Eazzyy,Onna Come Up (feat. G Herbo) [Remix],0.679,0.794,1,-3.985,1,0.296,0.339,1.65e-05,0.113,0.698,150.067,audio_features,05WPbN0RZeYj62c4VGpldv,spotify:track:05WPbN0RZeYj62c4VGpldv,https://api.spotify.com/v1/tracks/05WPbN0RZeYj62c4VGpldv,https://api.spotify.com/v1/audio-analysis/05WPbN0RZeYj62c4VGpldv,175729,4,2021
Maddie & Tae,Woman You Got,0.523,0.896,10,-3.556,1,0.0575,0.105,0.0,0.143,0.729,169.94,audio_features,2NNioXX1t4whQsBF8FfExl,spotify:track:2NNioXX1t4whQsBF8FfExl,https://api.spotify.com/v1/tracks/2NNioXX1t4whQsBF8FfExl,https://api.spotify.com/v1/audio-analysis/2NNioXX1t4whQsBF8FfExl,177951,4,2021
Polo G,GANG GANG (with Lil Wayne),0.752,0.563,3,-8.066,0,0.209,0.146,0.0,0.103,0.551,145.05,audio_features,0ezwvY7TkCwDEkKR49084k,spotify:track:0ezwvY7TkCwDEkKR49084k,https://api.spotify.com/v1/tracks/0ezwvY7TkCwDEkKR49084k,https://api.spotify.com/v1/audio-analysis/0ezwvY7TkCwDEkKR49084k,178776,4,2021
